title,company,location,URL,Date,Descripcion,Profile
Data Science Graduate Program,Bertelsmann SE &amp; Co. KGaA - Corporate Center,España,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BA3NfIPQdeFiObJux3KA6mAEJHKASivkOLnZGLQNtuedDpcRx3uB3o8D6odEEWhkEr8JLY-pSQR_1AEpO83vBKTqNqj_dF-Kc1jq2MNVgMVoi4JA8NWhTRrD-ddrdzESZRPY2eumnHh7sdNVNvMYJkPk2bXDgtyC7IDadtuYcA36X2fPbytjHgest516hKWCM26FQ36wFMUe8feFu1eR7YOVkbBzl1QK1JPk-u3BPGwxtxS7P6ay53s86bNvs4RXLY3rUJsKXQdcAT-WXvCnxQwt5grnfp4CtDkwh5iknOW02G4zoAb8elE9Dir-seJudhOwZ8R14OglS6uCV7YI4WRShaa8RLEeC4EAMme2qNa9yqa5JUfCgboVwKG0imwm5sRRfOx_cQypYhOr-UyWkEg1x5yUvzluC2DVx8Ey6qdnv-kJHsfomCtrE5uT8LI-6AX00jDoxHXSJ1vF8aOltt5LZPyGgcbjbZnMq6WZPBF409ptEf4fobANNcCe2fgL3bd9rCfEVr5Q==&p=1&fvj=0&vjs=3,not found,"Apply by May 9, 2021 The Bertelsmann Future Leaders Graduate Program enables you to take on responsibility in your career. As a data science trainee, you will enjoy infinite Big Data opportunities within an 18-month rotational program. If you have a curious mind, a knack for problem-solving and profound knowledge of machine learning methods, join our graduate program to kickstart your career. As a Data Science Trainee you will For 18 months, work with international teams throughout Bertelsmann divisions worldwide Crack complex data challenges arising in our media, services and education businesses Add your knowledge and experience by designing new data products Learn from renowned data scientists and explore new use cases for Machine Learning and AI Leverage new data sources and integrate traditional structured data with raw data What you’ll need to bring Master’s or doctoral degree in data science, computer science, statistics, engineering, applied mathematics, physics or a similar subject Advanced knowledge of data science and machine learning methods Solid coding skills in Python and/or R, SAS, Scala, Spark, C/C++ and/or Java are a plus Knowledge of database concepts and design as well as related tools such as SQL, NoSQL and Hive Problem-solving mindset with strong relationship-building, collaborative and communication skills Your Benefits International work experience Building an international network Individual career coaching Targeted training  Data-driven with determination: Make your move. Should you have any questions about the Graduate Program or the application process, please get in touch. Kai-Uwe Krotoschak ( k.krotoschak(at)bertelsmann.de ) or Steffi Heldberg ( s.heldberg(at)bertelsmann.de ) are happy to help. Learn more: www.futureleaders-data.com Disclosure requirements pertaining to the collection of your personal data: Responsible for processing the information provided in your application: Bertelsmann SE & Co. KGaA, Carl-Bertelsmann-Str. 270, 33311 Gütersloh (“Bertelsmann”), who may also assign this task to third-party service providers. Bertelsmann will process your data as provided for by Section 26(1) sentence 1 of the German Federal Data Protection Act (BDSG-new) for the purpose of conducting the application and selection process for the Bertelsmann Future Leaders Program – based on reviewing your curriculum vitae, a position-based selection test, a first round of interviews, and an assessment day. Following from your declaration of consent pursuant to Section 26(2) of the German Federal Data Protection Act (BDSG new), selected representatives of other group alliance members will take part in the staffing decision and interviews. Based on Article 49(1) a of the General Data Protection Regulation (GDPR), your personal data will be transmitted to recipients in third countries (non-EU member states). In the a sence of an adequacy decision or suitable guarantees for ensuring an appropriate level of data protection for the processing of your data by these countries and their service providers the respective companies will treat your data confidentially. At the above address you can revoke your authorization for the use of your data at any time with immediate effect, contact Bertelsmann’s data protection officer, or request a copy of these undertakings. For further information on data protection for the Bertelsmann Future Leaders Program, see www.bertelsmann-futureleaders.com Bertelsmann Hace más de 30 días Reportar empleo",Undefined
Reference Data Scientist,Holaluz,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=1c5f89107bd4b485&fccid=072e277bb0b2f63c&vjs=3,20,"Who we are? We are Holaluz and we were born to change the world! You and the planet are what drives us to be the way we are and do what we do. One of our core values is #AlwaysPeopleFirst. That's why we propose that you continue to grow in an environment where #HaveFun and #KeepRowing are essential, but where you can also develop 360. In this video, Carlota Pi, one of the three founders of Holaluz, tells you more about it. Our desire to do things differently has brought us to lead the transformation of the energy sector. Because: We only sell 100% renewable electricity. Thanks to leveraging the use of technology, we offer you personalized products and rates that allow you to save money. We put you a Mustakbil hace 20 días Reportar empleo",Undefined
Data Scientist (Python) Internship - Part Time,Entravision,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=2817980cf409dc06&fccid=715e5538e133fb28&vjs=3,not found,"At the heart of our technology are our Machine Learning algorithms that help a business to improve performance campaigns. To scale our data science team as we grow, we are looking for an intern data scientist who enjoys wrangling data and generating algorithms while having clear statistical thinking and loves working in a team. If your profile fits, this is a great opportunity to grow your career at a young and agile yet global company (from over 30 different countries) and have a real impact on daily business with our algorithms. Are you ready to be part of the new unicorn? For applicants who are currently studying a Bachelor or Master Degree, this is a part-time and 6-month internship, with the real possibility to become an employee after finishing the Degree but always subject to performance and results. Your tasks and responsibilities: Python programming of complex scripts using abstract classes and advanced debugging. Analyze data from different sources and provide actionable insights to the Data Science team, business, and other engineering stakeholders Create SQL queries to extract data from different databases Programming in Python or Scala and generate reports and insights Generate notebooks with results: Jupyter or Zeppelin Work with Amazon Web Services Skills and requirements Availability to start immediately to do a part-time internship for 6 months and have a possibility to work as an employee afterwards is a MUST Very strong programming skills in Python Strong analytical skills with the ability to analyze key metrics Knowledge of statistical techniques and concepts (regression, properties of distributions, statistical significance tests) Knowledge in data mining and predictive modeling Good communication skills both verbal and written Fluency in English Extra points if you are: Self-motivated with the ability to work independently and sense of accountability Please note that we do NOT provide VISA sponsorship. Candidates without a legal permit to work in Spain won't be considered. What's in for you: Paid internship, flexible working hours, opportunity to learn and develop strong knowledge about the industry (business models, partners, agencies, publishers and more), exposure to leading publishers and media partners in the digital marketing industry, company support in your professional development, monthly TGIFs and regular team building events, fun and friendly work environment with talented marketers from over 26 different countries. And more! S0Pqu3BKfS Hace más de 30 días Reportar empleo",Not found
Big Data & Analytics Internship - Sept.2021,HP,"Sant Cugat del Vallès, Barcelona provincia",https://es.indeed.com/rc/clk?jk=de143c1b9715649c&fccid=1b866506aec22461&vjs=3,10,"The HP Barcelona site hosts the HP Large Format Printing & 3D Multi Jet Fusion printing business, having the responsibility for the Research and Development (R&D), Marketing and Operations for it. Join a creative and dynamic R&D team working on leading edge printing technology! You’ll be part of a multidisciplinary team that develops and integrates data products for improving how we deliver products, services and other internal processes in the Large Format HP printers’ business. You will be involved in the design and development of reliable data products end to end through your active responsibility in their qualification, your close involvement in the requirements process and a through and continuous cooperation with teams across the organization You will play a key role in facilitating that future business and technical decisions can be driven by reliable, accurate and complete information extracted from hundreds of thousands of devices worldwide. You will be working with other developers and data scientists to ensure data integrity, timeliness, accuracy, and completeness in end to end data workflows. Responsibilities Depending on the projects involved responsibilities may and will vary along the data products pipeline development. From requirements and project management, to data modelling and big data systems development partnering with big data solutions teams. Define, supervise and execute the qualification activities needed to ensure that our data products are delivered to our customers with high standards of quality. Cooperate with the test team to make sure that your and their activities fulfill the defined quality strategy and are executed in a reliable and timely manner, with a proactive, supportive and hands-on attitude. Actively promote defect prevention, by helping to remove uncertainty from requirements or design decisions, and propose code, data or design reviews when needed. Guide the developers in the validation of the subsystems in the data pipeline to ensure a smooth end to end integration. Work in a project team of systems engineers (HW, FW & SW) and internal and outsourced development partners to develop reliable, cost effective and high quality solutions. Collaborate and communicate with management, internal, and outsourced development partners regarding systems design status, project progress, and issue resolution. Apply subject matter knowledge to solve business issues within established guidelines and recommends appropriate alternatives. Work on problems of diverse complexity and scope. May collaborate in cross organizational teams contributing with individual tasks to team decision making process. Work with others to apply judgment within generally defined policies and practices to identify and select best solutions for given problems. Ability to handle simple and situations. May seek advice in order to make decisions on complex business issues. Education and Experience and Skills Currently studying Bachelor's or Master's degree in Computer Science, Statistics or other quantitative field with specific training in data science, software development or software quality Availability to establish internship agreement with University during 9-12 months, either on a part-time or full-time basis. Availability to start between September 2021 – October 2021 Experience with Big Data architectures and technologies Notions of Quality Assurance and Data Validation techniques Excellent teamworking and interpersonal skills Programming Languages and Tools involved in big data and/or software systems Python (must), R, Matlab, C, Java, C++, C#, VBA, PERL, PHP, junit, postman, putty, winscp, Jenkins…Cluster compute frameworks: Spark, Hadoop, Amazon AWS ecosystem (must) Databases (must): SQL databases, Redshift, Aurora XML/JSON basics: syntax, xpath, xsd, file parsing, well-formed vs validated files … Visualization tools: Power BI development Desired knowledge in machine learning toolkits such scikit, Theano, TensorFlow, Keras, … Benefits A Women Network that organizes activities all year long, such as the promotion of STEM vocations among girls. Flexible schedule to adapt to Bachelor’s or Master’s degree academic program. Part time or full time. Opportunity to learn on an international organization with colleagues coming from all over the world. Diverse internal growth and career opportunities. Sports centre (indoor and outdoor); gym, squash courts, tennis courts, basketball courts and regular fitness classes such as Yoga, Pilates, etc. We also dedicate time and resources to contribute with our community through Corporate Volunteering activities. #InternLF2021 hace 10 días Reportar empleo",Not found
Senior Data Scientist,King.com,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=aeb8c854b7d736e5&fccid=cadcae9e8089792b&vjs=3,2,"Craft: Job Description: Join our New Games Studio and help develop the next generation of King games and specifically our newly launched game Crash Bandicoot: On the Run! Join the team in London, Stockholm or Barcelona and help us develop, optimise and grow our games for millions of players! We are looking for a talented and creative Senior Data Scientist interested in pushing the boundaries of analytics. You’ll have a proven ability to apply your skills, be it technical, behavioural or economic; to generate value for the studio's new generation of awesome mobile games, including Crash Bandicoot: On The Run!  Your role within the Kingdom As a Senior Data Scientist, you will be working with varied stakeholders in a fun, dynamic and fast- paced environment. You’ll help us to further understand, model, predict, segment and retain our players and be part of a community of 100+ business intelligence & analytics experts. Translate business needs to technical requirements and AB- tests, and work with development teams to ensure correct implementation, taking care to correctly track the right information to allow easy, precise analysis of the impact Proactively develop new analyses, experiments and data- driven tools to better understand our players’ behaviour and the performance of our games Provide insights to support decision making for the portfolio of games in the Studio Work closely with other Data Scientists across the business to leverage insights from one game across multiple games Help evolve the methodology and tools available to King’s data science community Carefully check, debug, and problem solve issues to ensure you deliver accurate and clear analysis, reports and tools, even when confronted by subtle data complications  Skills to create thrills There is plenty of scope at King for you to learn from your colleagues in the areas where you have less experience, and to share your own skills where you are stronger.  Specific factors that are helpful to excel in this role include: Business Insight: The ability to understand the problems and issues our games and business wants to solve, and then defining the most appropriate data, analysis or interpretation to lead to the right recommendations and decisions Communication: Designing good ways of communicating, visualising or reporting your results/analysis so they are clear and unambiguous SQL: The ability to write complex SQL queries to analyse our databases with 300+ million players and work with relational database systems. Analytical coding: Using tools such as R, Python or Excel for analytical purposes Stats: Understanding the basics of appropriate statistical or machine learning techniques. Work in the games industry or similarly customer- facing digital businesses Familiarity with massive data sets and tools to deal with them (BigQuery/AWS/Hadoop etc) Experience in behavioural psychology/economics and experimental design Experience in predictive analytics, segmentation, and related areas Software engineering skills in Java and other languages (beyond R and Python which we use most frequently) Skills with standard reporting tools such as Looker/QlikView/Tableau/etc. About King King is a leading interactive entertainment company for the mobile world, with people all around the world playing one or more of our games, including franchises such as Candy Crush, Farm Heroes, Pet Rescue and Bubble Witch. We have 249 million monthly active users as of fourth quarter 2019 across web, social and mobile platforms. King was acquired by Activision Blizzard Inc. (Nasdaq ATVI) in February 2016 and operates as an independent unit of the company. A Great Saga Needs All Sorts of Heroes Making games is fun. Especially when you do it with people who share the same idea of what makes a good workplace great. We design games for everyone, no matter where they are or who they are, and we employ all sorts of people from all kinds of backgrounds to bring them to life. Truth is, we simply cannot expect diversity in our players and originality in our games without first nurturing it in our people. A great saga needs all sorts of heroes. Making the World Playful Making the World Playful is what inspires us to create new experiences and raise the bar. It’s what makes King a place where we can all dream bigger, continue to add innovation to our games, broadening the portfolio and exploring new territories in mid- core and casual. We take the art and science of gaming to the next level through our curiosity for the unexplored, passion for games, respect for each other and love for our players – and we’re not afraid to have fun along the way. In fact, together with our parent company Activision Blizzard and experts around the world, we believe having fun is good for you. There has never been a better time to join us. We're dreaming bigger and see a world of possibilities ahead. If you share our passion, our values, and our hunger to shape the future, join us in Making the World Playful! Applications needs to be in English. Discover King at careers.king.com hace 2 días Reportar empleo",Not found
Growth Data Analyst - B2B (They/She/He),Glovo,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=8534cf6bd51eb565&fccid=e79aa74d1d3ace1e&vjs=3,2,"About Glovo: We're a Barcelona-based startup and the fastest-growing delivery player in Europe and Africa. With food at the core of the business, Glovo delivers any product within your city at any time of day.  Our vision and ambition are not only to make everything immediately available in your city but it is also to offer our employees the job of their lives. A job where you'll be challenged and have the most fun working in through tech-enabled experiences. Your work-life opportunity: Glovo is building the future of cities by enabling anyone to get any product from any store in their city delivered in minutes. Our goal is to provide on-demand delivery infrastructure for every city in the world. The B2B team is Glovo's last-mile logistics service for e-commerce, a huge industry that is still growing rapidly with many challenges ahead. At Glovo, you will join a team that is working to revolutionize the industry from scratch with the main e-commerce players in any market (e.g. Alibaba). Join us as a Data Analyst and become a key member of Glovo's B2B supply team. We want someone who will use their critical thinking to improve the overall supply operations and how we build, execute and manage processes. Someone who is not afraid of going deep into details and who is always looking for ways to optimize. This role will require a strong analytical background. Be a part of a team where you will: Identify growth opportunities to increase our user base, step change retention rates and maximise profitability Give life to your craziest ideas and have an immediate impact Build MVPs to enable massive growth on a new vertical Experiment and A/B different automations and processes to check the impact Work closely within the B2B Product team being very close with the B2B Business team and B2B Data Scientists in a diverse and talented team Be on top of any new implementation that is developed so as to track its impact and validate the success of the new feature Follow up on action plans regarding specific growth KPIs Document requirements for the tech team to implement your MVPs You have: Degree in Engineering, Statistics, Computer Science is preferred but not mandatory Minimum 2 years of experience in business analytics. Must be able to translate business challenges into actions and products Analytical and problem-solving skills Excellent SQL and Python skills. Good to have knowledge of visualisation tools like Looker Proactive and organized Excellent verbal and written English communication skills Experience our Glovo Life benefits: Enticing Phantom Shares plan Comprehensive Private Health Insurance Spanish lessons Cobee discounts on kindergarten, transportation, and food Free monthly Glovo credits to spend on our restaurant products (and zero Glovo delivery fee on all Glovo orders!) Cool perks such as fresh fruit and healthy snacks every day, beers on Fridays, Culture Days every 2 months! Discounted Gym memberships Flexible working environment What you'll find when working at Glovo: Gas: We work hard with energy and passion for what we do. Care: We act in the best interest of a sustainable future. Good vibes: We always see the positive side in every situation and act with fairness and honesty with everyone. Stay Humble: We embrace mistakes and feedback to learn from them. Glownership: We roll up our sleeves and get work done no matter our position and level. If you believe you match these values, we look forward to meeting you! At Glovo we believe that diversity adds incredible value to our teams, our products, and our culture. We know that the best ideas and solutions come by bringing together people from all over the world and by fostering a culture of inclusion where everyone feels heard and has the chance to make a real impact. It's because of this that we are committed to providing equal opportunities to talent from all backgrounds. Wanna take a peek into what it's like to work at Glovo? Follow us on Instagram and like us on Facebook! Glovo is transforming the way consumers access local goods, enabling anyone to get almost any product delivered in minutes. Our on-demand logistics connect customers with independent local couriers who acquire goods from any restaurant or store in a city, as well as deliver urgent packages for a variable fee. As of September 30, 2019, we're currently present in more than 26 countries across Europe, Latin America, Africa, and Asia. For additional information on Glovo, please visit https://glovoapp.com/ | Twitter: @Glovo_ES | Facebook: https://www.facebook.com/glovoappES/ | LinkedIn: https://www.linkedin.com/company/glovo-app/ hace 2 días Reportar empleo",Undefined
Data Scientist,Glovo,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=b810d65ecb2dabb0&fccid=e79aa74d1d3ace1e&vjs=3,not found,"About Glovo: We're a Barcelona-based startup and the fastest-growing delivery player in Europe, Hispanic America and Africa. With food at the core of the business, Glovo delivers any product within your city at any time of day. Our vision and ambition are not only to make everything immediately available in your city but it is also to offer our employees the job of their lives. A job where you'll be challenged and have the most fun working in through tech-enabled experiences. Your work-life opportunity: Glovo is looking for world-class Data Scientists to work in our Barcelona office. Are you passionate, proactive, data-driven and hands-on? Do you want to evolve in one of the fastest growing startups of Barcelona, building a product that will change people's day-to-day lives and disrupt the on-demand market? Be a part of a team where you will: Develop, test and productionize predictive algorithms by using state of the art machine learning algorithms and statistical models Evaluate algorithms through controlled offline (e.g. cross validation with holdouts strategy) and online experiments (e.g. cross validation, A/B testing) Contribute to one or more of the following areas: time series analysis & forecasting, A/B testing, customer analytics, personalisation & recommender design as well as operational research & optimisation Design experiments and interpret the results to draw detailed and actionable conclusions Create dashboards and reports to regularly communicate results and monitor key metrics Work in cross-functional teams across disciplines such as product, engineering, operations, marketing amongst others You have: Research and development experience in industry or academia. Holds at least an MSc, and preferably a PhD in a scientific discipline such as Physics, Statistics, Computer Science or Mathematics Deep theoretical and applied knowledge in at-least one of the following areas: supervised and unsupervised learning, deep learning, reinforcement learning, game theory, statistical inference, bayesian statistics, causal inference, time series analysis, decision theory, mathematical optimisation Experience working with large data sets will be a plus Python and/or R experience;; can independently prototype solutions to problems Experience with big data technologies (e.g. Scala and Spark) and AWS is desirable Command line skills Strong presentation skills in communicating with experts and novices Fluent spoken and written English Experience our Glovo Life benefits: Enticing Phantom Shares plan Attractive Relocation package (if applicable ;)) Comprehensive Private Health Insurance Cobee discounts on kindergarten, transportation, and food Free monthly Glovo credits to spend on our restaurant products (and zero Glovo delivery fee on all Glovo orders!) Cool perks such as fresh fruit and healthy snacks every day, beers on Fridays, Culture Days every 2 months! Discounted Gym memberships Flexible working environment What you'll find when working at Glovo: Gas: We work hard with energy and passion for what we do. Care: We act in the best interest of a sustainable future. Good vibes: We always see the positive side in every situation and act with fairness and honesty with everyone. Stay Humble: We embrace mistakes and feedback to learn from them. Glownership: We roll up our sleeves and get work done no matter our position and level. If you believe you match these values, we look forward to meeting you! At Glovo we believe that diversity adds incredible value to our teams, our products, and our culture. We know that the best ideas and solutions come by bringing together people from all over the world and by fostering a culture of inclusion where everyone feels heard and has the chance to make a real impact. It's because of this that we are committed to providing equal opportunities to talent from all backgrounds. Wanna take a peek into what it's like to work at Glovo? Follow us on Instagram and like us on Facebook! Glovo is transforming the way consumers access local goods, enabling anyone to get almost any product delivered in minutes. Our on-demand logistics connect customers with independent local couriers who acquire goods from any restaurant or store in a city, as well as deliver urgent packages for a variable fee. As of September 30, 2019, we're currently present in more than 26 countries across Europe, Latin America, Africa, and Asia. For additional information on Glovo, please visit https://glovoapp.com/ | Twitter: @Glovo_ES | Facebook: https://www.facebook.com/glovoappES/ | LinkedIn: https://www.linkedin.com/company/glovo-app/ Hace más de 30 días Reportar empleo",Undefined
Applied Scientist,"Amazon Spain Services, S.L.","Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=cd5bfda960301bbe&fccid=fe2d21eef233e94a&vjs=3,not found,"Basic Qualifications: M.S. in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field 3+ years of hands-on experience in marchine learning or information retrieval. 2+ years hands-on experience in Python, Perl, Scala, Java, C#, C++ or ther similar languages 1+ years professional experience in software development Proficiency in model development, model validation and model implementation for large-scale applications Ability to convey mathematical results to non-science stakeholders. Strength in clarifying and formalizing complex problems. Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts Amazon is the 4th most popular site in the US. Our product search engine, one of the most heavily used services in the world, indexes billions of products and serves hundreds of millions of customers world-wide. We are looking for creative Applied Scientists to tackle some of the most interesting problems on the leading edge of search, natural language processing (NLP), and machine learning (ML).  The Search NLP team is responsible for developing and deploying state of the art machine learning and NLP models to extract semantic information from product search queries, item descriptions, reviews, and many other sources of information created by millions of Amazon customers each day.  We are looking for a hands-on, customer obsessed Applied Scientist who can drive innovation through the latest research in search and machine learning to build state of the art systems to improve the efficiency of Amazon Search. You bring fresh ideas from all areas, including information retrieval and natural language processing to improve product search through novel, innovative customer experiences. Your work improves efficiency at one of the largest engineering organizations in the world.  You will be working alongside world-class scientists and engineers to build next generation search systems and will be able to deploy your ML models into production. Our team is proud of its collaborative and open research environment, where long term thinking and risk taking are highly rewarded. We value academic collaborations and encourage our scientists and engineers to participate and publish in top conferences such as ACL, NIPS, ICML, KDD, SIGIR and WWW.  In this role you will: Work collaboratively with other scientists and developers to design and implement scalable models for accessing and presenting information; Collaborate with scientists, engineers, product managers, and stakeholders to design and implement innovative ML solutions to deploy in production new NLP-driven search experiences and improve the existing search stack; Publish and present your work at internal and external scientific venues in the fields of ML/NLP/IR.  You will love this role because you will: Work on a world-class NLP service that handles billions of requests per day within Amazon Product Search. Learn state of the art in terms of AWS and NLP/ML technology and figure out creative ways to make these work at production scale. Gain exposure to the workings of the largest e-commerce search engine and an opportunity to work with a dynamic team to define and develop innovative solutions that will have a direct impact on Amazon product search. Have access to Amazon's vast technical resources to get the job done. At Amazon Search, you’ll experience the benefits of working in a dynamic, entrepreneurial environment, while leveraging the resources of Amazon.com (AMZN), one of the world's leading internet companies.  Amazon Science (www.amazon.science) gives you insight into the company’s approach to customer-obsessed scientific innovation. Amazon fundamentally believes that scientific innovation is essential to being the most customer-centric company in the world. It’s the company’s ability to have an impact at scale that allows us to attract some of the brightest minds in artificial intelligence and related fields. Our scientists continue to publish, teach, and engage with the academic community, in addition to utilizing our working backwards method to enrich the way we live and work.  Preferred Qualifications: Ph.D. in Search, Natural Language Processing, Machine Learning or a related quantitative field 5+ years of practical experience applying ML to solve complex problems in an applied environment Significant peer-reviewed scientific contributions in premier journals and conferences Experience in Search, A/B experimentation, Distributed Computing, Data Analysis, Information Retrieval. Experience with defining research and development practices in an applied environment Proven track record in technically leading and mentoring scientists Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts A passion for innovation #nichetech #nichetechESP Amazon.com Hace más de 30 días Reportar empleo",Undefined
Data Scientist,Novartis,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=293dc56223ffefae&fccid=c35194d01a9e2595&vjs=3,not found,"Can be based in either Barcelona or Madrid  Understands complex and critical business problems from a variety of stakeholders and business functions, formulate integrated analytical approach to mine data sources, employ statistical methods and machine learning algorithms to contribute solving unmet medical needs, discover actionable insights and automate process for reducing effort and time for repeated use. High agility to be able to work across various business domains. Integrate business presentations, smart visualization tools and contextual storytelling to translate findings back to business users with a clear impact. Independently set strategy, manage budget, ensuring appropriate staffing and coordinating projects within the area supervised. -If managing a team: empowers the team and provides guidance and coaching, with limited guidance from more senior managers.  Your responsibilities: Your responsibilities include, but are not limited to: Innovate by transforming the way to solve a problem using Data Science and Artificial Intelligence. Articulates solutions/recommendations to business users. Presents analytical content concisely and effectively to non-technical audiences and influences non-analytical business leaders to drive major strategic decisions basis analytical inputs. Coordinates, prioritize and efficiently allocates the team resources to critical initiatives: plans resources proactively, anticipates and actively manages change, sets stakeholder expectations as required, identifies operational risks and enable the team to drives is -sues to resolution, balances multiple priorities and minimizes surprise escalations Collaborates with internal stakeholders, external partners and Institutions and cross -functional teams to solve critical business problems, propose operational efficiencies and innovative approaches. Proactively evaluates the need of technology and novel scientific software, visualization tools and new approaches to computation to increase efficiency and quality of the Novartis data sciences practices Provides agile consulting, guidance and non -standard exploratory analysis for unplanned urgent problem Independently identifies research articles and reproduce/apply methodology to Novartis business problems Publishes in peer reviewed journals, helps organizing sessions at external professional conferences and contributes to cross  Minimum requirements What you’ll bring to the role: English Effective communication 10+ years of relevant experience in Data Science Information & Decision, Theories Data Visualization, Machine Learning & Deep Learning, Big Data, Applied Mathematics, Predictive Modelling and Data Management  Why consider Novartis? 750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  We are Novartis. Join us and help us reimagine medicine.  You’ll receive: Company Pension Plan; Life and Accidental Insurance; Meals Allowance or Canteen in the office; Flexible working hours  Why consider Novartis? 799 million. That’s how many lives our products touched in 2019. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  Imagine what you could do at Novartis!  Commitment to Diversity & Inclusion: Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.  Join our Novartis Network: If this role is not suitable to your experience or career goals but you wish to stay connected to learn more about Novartis and our career opportunities, join the Novartis Network here: https://talentnetwork.novartis.com/network Division Oncology Business Unit ONCOLOGY BU Country Spain Work Location Barcelona Company/Legal Entity Novartis Farmacéutica, S.A. Functional Area Data Science Job Type Full Time Employment Type Regular Shift Work No Hace más de 30 días Reportar empleo",Undefined
People Analytics Data Scientist,Gartner,"Barcelona, Barcelona provincia",https://es.indeed.com/rc/clk?jk=dd35a5661fb2ba28&fccid=be293f1def77a963&vjs=3,not found,"What makes Gartner HR a GREAT fit for you? When you join Gartner, you’ll join a fast-paced, dynamic team. We’re a people business. From talent acquisition and management to compensation, benefits, analytics and operations, finding and keeping the right people is the core of our strategy for success. You’ll work alongside smart, creative, motivated colleagues and have unlimited opportunities to develop in your career. If you love working with people and making the connection between great talent and company success, we want to connect with you. Interested in learning more, view and register for any of our upcoming recruiting events here! Gartner’s core asset is its people. Our people develop insights, share advice, and create experiences that help our clients be more successful. The People Analytics team derives actionable insight from data to recommend and implement better ways of attracting, developing, and retaining our talent so that we can drive higher sales, more productivity, and better client experiences. We drive impact on Gartner’s Mission Critical Priorities by leveraging state of the art technology, analytics, and processes. In the People Analytics Data Science group (PADS) our goal is to help deliver on the promises of People Analytics by building and deploying predictive and descriptive models based on observable data. We are creating a scalable Machine Learning Operations (MLOps) environment to allow us to quickly, efficiently, and ethically build models which can augment our employee, recruiter, and candidate experiences. The goal of the Pod Member in PADS is to help deliver model-building projects to the business using their technical skills as well as their inquisitive nature. This is a complex role Machine Learning, Data Extraction, Data Exploration, Statistics skills. A combination of these skillsets will allow the applicant to help the team deliver accurate and ethical results on time. The Pod Member will be asked to justify their design decisions and participate in challenging model purposes as well as efficacy. Major Responsibilities: Work with an HR Data Science Pod to help deliver key predictive and inferential models to the business. Create and execute against a project plan that includes: building models or other data-driven products that help address those business needs, and maintain and deploy developed models; and interrogate data sources and modeling approaches with ethics and bias in mind; and quickly understanding new data sources and finding quick ways to extract information from them for modeling and inference purposes; and working with technical teams to bring developed models from exploration to deployment. Application of Machine Learning and Statistical methods which will be the most useful for HR processes. Testing models for fairness and bias and being conscious of the many ways in which bias can affect processes. Using an MLOps infrastructure to help build, deploy, and monitor created models. Understand business problems and translate them into models that drive result Requirements: Undergraduate or master’s degree in any of: Computer Science/Engineering, Electrical Engineering, Physics, Engineering, Mathematics, Statistics, Data Science Adjacent topics (STEM or Mathematical degrees), OR Equivalent business experience Minimum of 2+ years work experience, of which include: 1-2 Years of relevant technical work experience Required: Integrity Experience working with confidential/sensitive information Open-mindedness to stakeholder perspectives Machine Learning (scikit-learn, PyTorch, Keras, etc.. ) Data Analysis (pandas) Data Extraction Programming proficiency in Python, R a plus Comfort working in command lines Preferred: AzureML experience Power BI Statistics SpaCy Job Requisition ID:52135 By submitting your information and application, you confirm that you have read and agree to the country or regional recruitment notice linked below applicable to your place of residence. Gartner Applicant Privacy Link: https://jobs.gartner.com/applicant-privacy-policy For efficient navigation through the application, please only use the back button within the application, not the back arrow within your browser. Gartner, Inc. Hace más de 30 días Reportar empleo",Undefined
